countyName,latitude,longitude,temperature,temperature_unit,relativeHumidity,precipitationProbability,visibility,visibility_unit,hazard_phenomenon,hazard_significance,alert_event,alert_severity,alert_urgency,alert_expires
Wheeler,35.40129002,-100.2697634,7.222222222222222,wmoUnit:degC,59,1,16077.34619165045,wmoUnit:m,HW,W,High Wind Warning,Severe,Expected,2026-03-11T12:00:00-05:00
Culberson,31.44709817,-104.5177421,8.88888888888889,wmoUnit:degC,71,0,16093.44,wmoUnit:m,WI,Y,,,,
Mitchell,32.30636024,-100.9211128,10.555555555555555,wmoUnit:degC,66,0,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T19:00:00-05:00
Hudspeth,31.45613738,-105.3869428,5.555555555555555,wmoUnit:degC,100,0,16045.160109741197,wmoUnit:m,,,,,,
Upshur,32.7362827,-94.94132011,18.333333333333332,wmoUnit:degC,100,64,9656.064,wmoUnit:m,,,,,,
Liberty,30.15153187,-94.8120925,21.11111111111111,wmoUnit:degC,98,42,16093.44,wmoUnit:m,,,,,,
Williamson,30.64834941,-97.60105467,16.666666666666668,wmoUnit:degC,100,45,16093.44,wmoUnit:m,SV,A,,,,
Nacogdoches,31.61604108,-94.6158776,20.0,wmoUnit:degC,93,78,9656.064,wmoUnit:m,,,,,,
Loving,31.84912973,-103.5799063,11.666666666666666,wmoUnit:degC,61,0,16093.44,wmoUnit:m,,,,,,
Jim Wells,27.73131099,-98.0898649,20.555555555555557,wmoUnit:degC,93,8,14548.469698608355,wmoUnit:m,,,,,,
Upton,31.36853957,-102.0430005,12.777777777777779,wmoUnit:degC,59,0,16093.44,wmoUnit:m,,,,,,
Newton,30.78619977,-93.74462993,20.0,wmoUnit:degC,100,18,12794.284493041932,wmoUnit:m,,,,,,
Lamar,33.66746186,-95.57110784,17.77777777777778,wmoUnit:degC,90,48,16093.44,wmoUnit:m,,,,,,
Polk,30.79250963,-94.82994949,20.0,wmoUnit:degC,100,57,9656.064,wmoUnit:m,,,,,,
Collin,33.18789055,-96.57248871,17.22222222222222,wmoUnit:degC,87,29,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T16:00:00-05:00
Hardeman,34.28865227,-99.7453851,11.11111111111111,wmoUnit:degC,63,0,,,WI,Y,Red Flag Warning,Severe,Expected,2026-03-11T17:00:00-05:00
McMullen,28.35351091,-98.56842256,18.88888888888889,wmoUnit:degC,90,8,16093.44,wmoUnit:m,,,,,,
Cottle,34.0776571,-100.2786983,11.11111111111111,wmoUnit:degC,59,0,9656.064,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T19:00:00-05:00
Frio,28.86726774,-99.10826004,18.333333333333332,wmoUnit:degC,87,11,16093.44,wmoUnit:m,,,,,,
Gray,35.40130666,-100.812475,6.666666666666667,wmoUnit:degC,63,0,15160.02060278313,wmoUnit:m,HW,W,High Wind Warning,Severe,Expected,2026-03-11T12:00:00-05:00
Dallam,36.27777107,-102.6021647,1.1111111111111112,wmoUnit:degC,71,0,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T12:00:00-05:00
Kenedy,26.92409448,-97.68137783,21.11111111111111,wmoUnit:degC,92,7,,,,,Rip Current Statement,Moderate,Expected,2026-03-11T10:00:00-05:00
Fort Bend,29.52763253,-95.77090562,21.11111111111111,wmoUnit:degC,98,19,16093.44,wmoUnit:m,,,,,,
Armstrong,34.96522076,-101.3572412,6.111111111111111,wmoUnit:degC,62,0,14258.787287475512,wmoUnit:m,HW,W,High Wind Warning,Severe,Expected,2026-03-11T12:00:00-05:00
Collingsworth,34.96498493,-100.2700733,7.777777777777778,wmoUnit:degC,63,1,16093.44,wmoUnit:m,HW,W,High Wind Warning,Severe,Expected,2026-03-11T12:00:00-05:00
Cass,33.07750446,-94.34348771,18.333333333333332,wmoUnit:degC,100,60,9656.064,wmoUnit:m,,,,,,
Sherman,36.27765824,-101.8933822,2.2222222222222223,wmoUnit:degC,71,0,14822.058301391646,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T12:00:00-05:00
Terry,33.17373729,-102.335157,8.333333333333334,wmoUnit:degC,60,0,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T19:00:00-05:00
Limestone,31.54541898,-96.58056718,18.333333333333332,wmoUnit:degC,90,62,9656.064,wmoUnit:m,SV,A,,,,
Real,29.83182711,-99.82215881,12.777777777777779,wmoUnit:degC,90,1,16093.44,wmoUnit:m,SV,A,,,,
Lynn,33.17685487,-101.8160235,9.444444444444445,wmoUnit:degC,61,0,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T19:00:00-05:00
Lavaca,29.38437003,-96.93020993,20.555555555555557,wmoUnit:degC,100,77,9656.064,wmoUnit:m,,,,,,
Nolan,32.3034718,-100.4060989,12.222222222222221,wmoUnit:degC,57,0,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T18:00:00-05:00
Gaines,32.74074537,-102.6351246,11.11111111111111,wmoUnit:degC,50,0,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T19:00:00-05:00
Montgomery,30.30022409,-95.50301411,20.555555555555557,wmoUnit:degC,100,40,16093.44,wmoUnit:m,,,,,,
Concho,31.32645211,-99.86413426,13.333333333333334,wmoUnit:degC,83,0,16093.44,wmoUnit:m,,,,,,
Hardin,30.33238431,-94.39021394,21.11111111111111,wmoUnit:degC,100,33,12810.378301391645,wmoUnit:m,,,,,,
Harris,29.85967144,-95.39782106,21.666666666666668,wmoUnit:degC,97,25,16093.44,wmoUnit:m,,,,,,
Leon,31.29655719,-95.99554292,20.0,wmoUnit:degC,87,66,9656.064,wmoUnit:m,,,,,,
Bowie,33.44572786,-94.42324298,18.333333333333332,wmoUnit:degC,100,79,9656.064,wmoUnit:m,,,,,,
Kaufman,32.59927808,-96.28779341,18.333333333333332,wmoUnit:degC,90,47,16093.44,wmoUnit:m,,,,,,
Anderson,31.81321543,-95.65251774,20.0,wmoUnit:degC,90,46,16093.44,wmoUnit:m,,,,,,
San Saba,31.15520543,-98.81754295,15.0,wmoUnit:degC,90,11,16093.44,wmoUnit:m,,,,,,
Schleicher,30.89661056,-100.538097,11.666666666666666,wmoUnit:degC,83,0,16093.44,wmoUnit:m,,,,,,
Colorado,29.6208542,-96.52630821,19.444444444444443,wmoUnit:degC,100,55,11265.408,wmoUnit:m,,,,,,
Milam,30.78625299,-96.97683495,17.22222222222222,wmoUnit:degC,93,63,9656.064,wmoUnit:m,,,,,,
Live Oak,28.3514375,-98.12474493,20.555555555555557,wmoUnit:degC,87,19,16093.44,wmoUnit:m,,,,,,
Borden,32.7436916,-101.4317533,10.555555555555555,wmoUnit:degC,61,0,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T19:00:00-05:00
McCulloch,31.19896752,-99.34754972,13.333333333333334,wmoUnit:degC,96,0,16093.44,wmoUnit:m,,,,,,
Johnson,32.37899918,-97.36660504,16.666666666666668,wmoUnit:degC,93,23,11265.408,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T16:00:00-05:00
Montague,33.67496328,-97.72466993,16.11111111111111,wmoUnit:degC,87,2,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T16:00:00-05:00
Stonewall,33.17842158,-100.255259,10.555555555555555,wmoUnit:degC,63,0,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T19:00:00-05:00
Comal,29.80816362,-98.27814516,16.11111111111111,wmoUnit:degC,97,32,16093.44,wmoUnit:m,,,,,,
Eastland,32.32739258,-98.8325713,14.444444444444445,wmoUnit:degC,90,2,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T16:00:00-05:00
Comanche,31.9490639,-98.55841538,15.555555555555555,wmoUnit:degC,93,8,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T16:00:00-05:00
King,33.61641863,-100.2558584,10.555555555555555,wmoUnit:degC,66,0,9656.064,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T19:00:00-05:00
Washington,30.2145299,-96.40356575,20.0,wmoUnit:degC,99,51,16093.44,wmoUnit:m,,,,,,
Webb,27.76102524,-99.33170164,19.444444444444443,wmoUnit:degC,78,3,16093.44,wmoUnit:m,,,,,,
Fayette,29.87683207,-96.91968047,19.444444444444443,wmoUnit:degC,100,76,9656.064,wmoUnit:m,,,,,,
Harrison,32.54814898,-94.37155736,18.333333333333332,wmoUnit:degC,100,63,9656.064,wmoUnit:m,,,,,,
Presidio,29.99977786,-104.2405552,7.222222222222222,wmoUnit:degC,68,0,16093.44,wmoUnit:m,WI,Y,,,,
Austin,29.88711223,-96.27791829,20.0,wmoUnit:degC,100,49,11265.408,wmoUnit:m,,,,,,
Randall,34.96594288,-101.8968527,5.0,wmoUnit:degC,64,0,14113.947616699264,wmoUnit:m,HW,W,High Wind Warning,Severe,Expected,2026-03-11T12:00:00-05:00
Hood,32.43107878,-97.83280338,16.666666666666668,wmoUnit:degC,87,13,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T16:00:00-05:00
Victoria,28.79640594,-96.97176602,21.666666666666668,wmoUnit:degC,97,49,14548.469698608355,wmoUnit:m,,,,,,
Hutchinson,35.84000866,-101.3547257,5.555555555555555,wmoUnit:degC,59,0,15675.010191650448,wmoUnit:m,HW,W,High Wind Warning,Severe,Expected,2026-03-11T12:00:00-05:00
Coryell,31.39087578,-97.7991883,16.666666666666668,wmoUnit:degC,93,27,16093.44,wmoUnit:m,SV,A,,,,
Jackson,28.95603133,-96.57883268,21.11111111111111,wmoUnit:degC,100,26,12794.284493041932,wmoUnit:m,,,,,,
Taylor,32.30138229,-99.89003941,12.777777777777779,wmoUnit:degC,64,0,16093.44,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T18:00:00-05:00
Zapata,27.00089072,-99.16860134,19.444444444444443,wmoUnit:degC,84,0,,,,,,,,
San Patricio,28.00922186,-97.51859857,22.22222222222222,wmoUnit:degC,93,28,11088.379945129402,wmoUnit:m,,,,,,
Grimes,30.54360689,-95.98557334,20.0,wmoUnit:degC,100,57,9656.064,wmoUnit:m,,,,,,
Lamb,34.06861242,-102.3517095,6.666666666666667,wmoUnit:degC,62,0,9656.064,wmoUnit:m,WI,Y,Wind Advisory,Moderate,Expected,2026-03-11T19:00:00-05:00
